question_id,topic,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,difficulty_level
Q0641,Comparing Fractions,Which is GREATER: 4/9 or 7/9,"""2/9""","""8/9""","""7/9""","""4/9""","""5/9""",C,easy
Q0642,Comparing Fractions,Which is SMALLER: 3/10 or 7/10,"""1/10""","""9/10""","""7/10""","""3/10""","""5/10""",D,easy
Q0643,Comparing Fractions,Which is SMALLER: 2/11 or 8/11,"""9/11""","""8/11""","""2/11""","""5/11""","""1/11""",C,easy
Q0644,Comparing Fractions,Fill the blank: 5/9 ___ 7/9,=,>,<,not equal to,less than or equal to,C,easy
Q0645,Comparing Fractions,Fill the blank: 8/13 ___ 3/13,less than or equal to,<,>,not equal to,=,C,easy
Q0646,Comparing Fractions,Fill the blank: 4/15 ___ 11/15,not equal to,less than or equal to,=,<,>,D,easy
Q0647,Comparing Fractions,Fill the blank: 9/20 ___ 13/20,>,less than or equal to,=,not equal to,<,E,easy
Q0648,Comparing Fractions,Fill the blank: 17/25 ___ 8/25,less than or equal to,=,<,>,not equal to,D,easy
Q0649,Comparing Fractions,"Which is GREATEST: 3/11, 7/11, 5/11","""9/11""","""3/11""","""1/11""","""5/11""","""7/11""",E,easy
Q0650,Comparing Fractions,"Which is SMALLEST: 4/13, 9/13, 2/13","""4/13""","""6/13""","""1/13""","""2/13""","""9/13""",D,easy
Q0651,Comparing Fractions,"Which is GREATEST: 5/17, 12/17, 8/17","""3/17""","""15/17""","""5/17""","""12/17""","""8/17""",D,easy
Q0652,Comparing Fractions,"Which is SMALLEST: 7/19, 3/19, 11/19","""9/19""","""7/19""","""1/19""","""11/19""","""3/19""",E,easy
Q0653,Comparing Fractions,Are 2/4 and 1/2 equal,"No, 2/4 is greater","No, 1/2 is greater",They are not equal,Cannot compare,"Yes, they are equal",E,easy
Q0654,Comparing Fractions,Are 3/6 and 1/2 equal,"No, 3/6 is greater",They are not equal,"Yes, they are equal","No, 1/2 is greater",Cannot compare,C,easy
Q0655,Comparing Fractions,Are 4/6 and 2/3 equal,"No, 4/6 is greater","Yes, they are equal","No, 2/3 is greater",Cannot compare,They are not equal,B,easy
Q0656,Comparing Fractions,Are 6/8 and 3/4 equal,Cannot compare,"No, 6/8 is greater","Yes, they are equal","No, 3/4 is greater",They are not equal,C,easy
Q0657,Comparing Fractions,Fill the blank: 15/23 ___ 15/23,<,less than or equal to,>,not equal to,=,E,easy
Q0658,Comparing Fractions,"Which is GREATEST: 7/25, 19/25, 13/25","""21/25""","""5/25""","""7/25""","""13/25""","""19/25""",E,easy
Q0659,Comparing Fractions,Are 8/10 and 4/5 equal,They are not equal,"Yes, they are equal","No, 4/5 is greater",Cannot compare,"No, 8/10 is greater",B,easy
Q0660,Comparing Fractions,Are 9/12 and 3/4 equal,"No, 3/4 is greater",Cannot compare,"No, 9/12 is greater",They are not equal,"Yes, they are equal",E,easy
Q0661,Comparing Fractions,Are 10/15 and 2/3 equal,Cannot compare,"No, 10/15 is greater","Yes, they are equal",They are not equal,"No, 2/3 is greater",C,easy
Q0662,Comparing Fractions,Are 12/16 and 3/4 equal,"No, 3/4 is greater",Cannot compare,They are not equal,"Yes, they are equal","No, 12/16 is greater",D,easy
Q0663,Comparing Fractions,Are 15/20 and 3/4 equal,They are not equal,"No, 3/4 is greater","No, 15/20 is greater",Cannot compare,"Yes, they are equal",E,easy
Q0664,Comparing Fractions,Are 6/10 and 3/5 equal,"No, 3/5 is greater",They are not equal,"Yes, they are equal",Cannot compare,"No, 6/10 is greater",C,easy
Q0665,Comparing Fractions,Are 14/21 and 2/3 equal,They are not equal,"Yes, they are equal",Cannot compare,"No, 14/21 is greater","No, 2/3 is greater",B,easy
Q0666,Comparing Fractions,Are 20/25 and 4/5 equal,Cannot compare,"No, 20/25 is greater","Yes, they are equal","No, 4/5 is greater",They are not equal,C,easy
Q0667,Comparing Fractions,Fill the blank: 43/100 ___ 57/100,less than or equal to,<,=,not equal to,>,B,easy
Q0668,Comparing Fractions,Which is SMALLER: 23/50 or 31/50,"""31/50""","""35/50""","""23/50""","""27/50""","""20/50""",C,easy
Q0669,Comparing Fractions,Fill the blank: 33/40 ___ 27/40,<,>,not equal to,less than or equal to,=,B,easy
Q0670,Comparing Fractions,"Which is SMALLEST: 5/21, 11/21, 8/21","""8/21""","""5/21""","""2/21""","""14/21""","""11/21""",B,easy
Q0671,Comparing Fractions,"Which is GREATEST: 9/31, 15/31, 12/31","""18/31""","""9/1""","""15/31""","""12/31""","""6/1""",C,easy
Q0672,Comparing Fractions,Fill the blank: 7/45 ___ 13/45,less than or equal to,>,<,not equal to,=,C,easy
Q0673,Comparing Fractions,Are 16/24 and 2/3 equal,They are not equal,"Yes, they are equal",Cannot compare,"No, 16/24 is greater","No, 2/3 is greater",B,easy
Q0674,Comparing Fractions,Which is GREATER: 1/2 or 1/3,"""2/5""","""1/2""","""2/3""","""1/4""","""1/3""",B,medium
Q0675,Comparing Fractions,Which is GREATER: 2/3 or 3/4,"""5/7""","""4/5""","""3/4""","""1/2""","""2/3""",C,medium
Q0676,Comparing Fractions,Which is GREATER: 3/5 or 4/7,"""4/7""","""7/12""","""1/2""","""3/5""","""5/8""",D,medium
Q0677,Comparing Fractions,Which is GREATER: 5/6 or 7/9,"""11/15""","""8/11""","""7/9""","""5/6""","""2/3""",D,medium
Q0678,Comparing Fractions,Which is SMALLER: 4/7 or 3/5,"""5/8""","""3/5""","""1/3""","""7/12""","""4/7""",E,medium
Q0679,Comparing Fractions,Which is SMALLER: 1/4 or 1/3,"""1/4""","""2/5""","""1/5""","""1/3""","""2/7""",A,medium
Q0680,Comparing Fractions,Fill the blank: 3/4 ___ 5/7,less than or equal to,not equal to,>,<,=,C,medium
Q0681,Comparing Fractions,Fill the blank: 4/9 ___ 3/7,not equal to,<,less than or equal to,>,=,B,medium
Q0682,Comparing Fractions,Fill the blank: 5/8 ___ 7/11,>,=,<,less than or equal to,not equal to,A,medium
Q0683,Comparing Fractions,Fill the blank: 7/10 ___ 5/7,=,<,less than or equal to,not equal to,>,B,medium
Q0684,Comparing Fractions,Fill the blank: 2/3 ___ 3/5,=,less than or equal to,not equal to,<,>,E,medium
Q0685,Comparing Fractions,Fill the blank: 3/8 ___ 2/5,>,<,less than or equal to,not equal to,=,B,medium
Q0686,Comparing Fractions,Which is GREATER: 4/5 or 5/6,"""7/8""","""4/5""","""3/4""","""5/6""","""9/11""",D,medium
Q0687,Comparing Fractions,Which is GREATER: 3/7 or 2/5,"""2/5""","""5/12""","""4/9""","""3/7""","""1/3""",D,medium
Q0688,Comparing Fractions,Which is SMALLER: 5/9 or 4/7,"""6/11""","""4/7""","""9/16""","""3/5""","""5/9""",E,medium
Q0689,Comparing Fractions,Which is SMALLER: 7/8 or 8/9,"""5/6""","""8/9""","""9/10""","""7/8""","""15/17""",D,medium
Q0690,Comparing Fractions,Which is GREATER: 2/5 or 3/8,"""1/4""","""3/7""","""2/5""","""3/8""","""5/13""",C,medium
Q0691,Comparing Fractions,Which is GREATER: 5/7 or 7/10,"""3/5""","""8/11""","""7/10""","""5/7""","""12/17""",D,medium
Q0692,Comparing Fractions,Which is SMALLER: 3/4 or 7/9,"""7/9""","""2/3""","""3/4""","""10/13""","""8/11""",C,medium
Q0693,Comparing Fractions,Which is SMALLER: 2/7 or 3/11,"""1/5""","""2/7""","""4/13""","""5/18""","""3/11""",E,medium
Q0694,Comparing Fractions,Fill the blank: 5/6 ___ 7/8,not equal to,less than or equal to,>,=,<,E,medium
Q0695,Comparing Fractions,Fill the blank: 4/5 ___ 7/9,<,>,less than or equal to,not equal to,=,B,medium
Q0696,Comparing Fractions,Fill the blank: 3/11 ___ 2/7,<,less than or equal to,not equal to,>,=,A,medium
Q0697,Comparing Fractions,Fill the blank: 7/12 ___ 5/9,<,less than or equal to,not equal to,>,=,D,medium
Q0698,Comparing Fractions,Which is GREATER: 9/10 or 8/9,"""9/10""","""4/5""","""10/11""","""8/9""","""17/19""",A,medium
Q0699,Comparing Fractions,Which is SMALLER: 5/13 or 3/8,"""8/21""","""5/13""","""3/8""","""2/7""","""4/11""",B,medium
Q0700,Comparing Fractions,Which is closer to 1: 4/5 or 5/6,5/6 is closer,Neither is close to 1,Both equally close,Cannot compare,4/5 is closer,A,medium
Q0701,Comparing Fractions,Which is closer to 0: 1/4 or 2/9,Cannot compare,Neither is close to 0,Both equally close,2/9 is closer,1/4 is closer,D,medium
Q0702,Comparing Fractions,Which is closer to 1/2: 3/7 or 4/9,Neither is close to 1/2,Cannot compare,4/9 is closer,3/7 is closer,Both equally close,C,medium
Q0703,Comparing Fractions,"Are 2/3, 4/6, 6/9 all equal","No, none equal",Only 4/6 = 6/9,Only 2/3 = 4/6,"Yes, all three are equal",Only 2/3 = 6/9,D,medium
Q0704,Comparing Fractions,"Are 1/2, 2/4, 3/6 all equal",Only 1/2 = 3/6,"Yes, all three are equal",Only 2/4 = 3/6,"No, none equal",Only 1/2 = 2/4,B,medium
Q0705,Comparing Fractions,"Are 3/4, 6/8, 9/12 all equal","Yes, all three are equal","No, none equal",Only 3/4 = 9/12,Only 6/8 = 9/12,Only 3/4 = 6/8,A,medium
Q0706,Comparing Fractions,Which is GREATER: 11/30 or 19/30,"""21/30""","""9/30""","""19/30""","""11/30""","""15/30""",C,medium
Q0707,Comparing Fractions,Compare 11/15 and 7/10,11/15 = 7/10,11/15 < 7/10,Both equal to 1,11/15 > 7/10,Cannot compare,D,hard
Q0708,Comparing Fractions,Compare 9/11 and 7/9,9/11 > 7/9,Both equal to 1,Cannot compare,9/11 = 7/9,9/11 < 7/9,A,hard
Q0709,Comparing Fractions,Compare 13/17 and 8/11,13/17 > 8/11,Cannot compare,13/17 < 8/11,13/17 = 8/11,Both equal to 1,A,hard
Q0710,Comparing Fractions,Compare 7/13 and 5/9,Cannot compare,7/13 = 5/9,7/13 > 5/9,7/13 < 5/9,Both equal to 1,D,hard
Q0711,Comparing Fractions,Compare 11/17 and 8/13,Both equal to 1,11/17 = 8/13,11/17 < 8/13,11/17 > 8/13,Cannot compare,D,hard
Q0712,Comparing Fractions,Fill the blank: 13/19 ___ 8/12,=,>,<,less than or equal to,not equal to,C,hard
Q0713,Comparing Fractions,Fill the blank: 17/23 ___ 11/15,less than or equal to,not equal to,>,<,=,C,hard
Q0714,Comparing Fractions,Fill the blank: 9/14 ___ 7/11,less than or equal to,=,>,<,not equal to,C,hard
Q0715,Comparing Fractions,Fill the blank: 11/18 ___ 7/12,=,>,less than or equal to,<,not equal to,D,hard
Q0716,Comparing Fractions,Fill the blank: 13/20 ___ 9/14,<,less than or equal to,=,>,not equal to,D,hard
Q0717,Comparing Fractions,Which is GREATER: 17/20 or 13/15,"""13/15""",Cannot compare,"""17/20""",Both less than 1/2,They are equal,A,hard
Q0718,Comparing Fractions,Which is GREATER: 11/13 or 9/11,Both less than 1/2,"""11/13""","""9/11""",Cannot compare,They are equal,B,hard
Q0719,Comparing Fractions,Which is GREATER: 7/11 or 9/14,"""7/11""","""9/14""",They are equal,Both less than 1/2,Cannot compare,A,hard
Q0720,Comparing Fractions,Which is GREATER: 13/18 or 8/11,Cannot compare,"""13/18""",They are equal,"""8/11""",Both less than 1/2,B,hard
Q0721,Comparing Fractions,Which is GREATER: 15/19 or 11/14,Both less than 1/2,They are equal,Cannot compare,"""11/14""","""15/19""",E,hard
Q0722,Comparing Fractions,Compare 19/25 and 14/19,19/25 = 14/19,Cannot compare,19/25 > 14/19,Both equal to 1,19/25 < 14/19,C,hard
Q0723,Comparing Fractions,Compare 23/30 and 17/22,23/30 > 17/22,Both equal to 1,23/30 < 17/22,Cannot compare,23/30 = 17/22,C,hard
Q0724,Comparing Fractions,Compare 17/21 and 13/16,17/21 < 13/16,Both equal to 1,Cannot compare,17/21 > 13/16,17/21 = 13/16,A,hard
Q0725,Comparing Fractions,Compare 21/26 and 16/20,21/26 < 16/20,21/26 > 16/20,21/26 = 16/20,Both equal to 1,Cannot compare,B,hard
Q0726,Comparing Fractions,Compare 11/14 and 8/10,11/14 < 8/10,11/14 = 8/10,11/14 > 8/10,Both equal to 1,Cannot compare,A,hard
Q0727,Comparing Fractions,Fill blank: 19/23 ___ 15/18,<,not equal to,>,less than or equal to,=,A,hard
Q0728,Comparing Fractions,Fill blank: 23/27 ___ 19/22,=,>,<,less than or equal to,not equal to,C,hard
Q0729,Comparing Fractions,Fill blank: 17/22 ___ 13/17,less than or equal to,not equal to,<,>,=,D,hard
Q0730,Comparing Fractions,Fill blank: 21/29 ___ 15/21,<,less than or equal to,not equal to,=,>,A,hard
Q0731,Comparing Fractions,Fill blank: 25/33 ___ 19/25,>,<,=,less than or equal to,not equal to,B,hard
Q0732,Comparing Fractions,Which is SMALLER: 7/16 or 5/11,They are equal,"""7/16""",Both equal to 0,"""5/11""",Cannot compare,B,hard
Q0733,Comparing Fractions,Which is SMALLER: 9/19 or 5/11,Cannot compare,Both equal to 0,"""5/11""",They are equal,"""9/19""",E,hard
Q0734,Comparing Fractions,Which is SMALLER: 11/23 or 6/13,Both equal to 0,"""6/13""",Cannot compare,They are equal,"""11/23""",E,hard
Q0735,Comparing Fractions,Which is SMALLER: 13/27 or 7/15,They are equal,"""7/15""","""13/27""",Both equal to 0,Cannot compare,C,hard
Q0736,Comparing Fractions,Which is SMALLER: 15/31 or 8/17,"""8/17""",They are equal,"""15/31""",Cannot compare,Both equal to 0,C,hard
Q0737,Comparing Fractions,"Order SMALLEST to LARGEST: 5/8, 2/3, 7/11",5/8 < 2/3 < 7/11,7/11 < 2/3 < 5/8,2/3 < 5/8 < 7/11,5/8 < 7/11 < 2/3,7/11 < 5/8 < 2/3,E,hard
Q0738,Comparing Fractions,"Order LARGEST to SMALLEST: 3/5, 4/7, 5/9",5/9 > 4/7 > 3/5,3/5 > 4/7 > 5/9,4/7 > 3/5 > 5/9,4/7 > 5/9 > 3/5,3/5 > 5/9 > 4/7,B,hard
Q0739,Comparing Fractions,"Which is SMALLEST: 4/11, 3/8, 5/14","""4/11""","""6/17""","""3/8""","""5/14""","""2/7""",D,hard
Q0740,Comparing Fractions,"Which is GREATEST: 7/9, 5/7, 11/14","""13/17""","""11/14""","""5/7""","""8/11""","""7/9""",B,hard
Q0741,Comparing Fractions,"Which is SMALLEST: 7/16, 5/11, 9/19","""5/11""","""4/9""","""7/16""","""3/8""","""9/19""",C,hard
Q0742,Simplifying Fractions,Simplify 4/8 to lowest terms,"""3/6""","""2/4""","""2/3""","""1/2""","""1/3""",D,easy
Q0743,Simplifying Fractions,Simplify 6/9 to lowest terms,"""4/6""","""2/3""","""3/5""","""1/2""","""3/4""",B,easy
Q0744,Simplifying Fractions,Simplify 8/12 to lowest terms,"""2/3""","""1/2""","""4/6""","""6/9""","""3/4""",A,easy
Q0745,Simplifying Fractions,Simplify 9/12 to lowest terms,"""6/8""","""1/2""","""3/4""","""4/5""","""2/3""",C,easy
Q0746,Simplifying Fractions,Simplify 10/15 to lowest terms,"""5/8""","""3/4""","""1/2""","""2/3""","""4/6""",D,easy
Q0747,Simplifying Fractions,Simplify 12/16 to lowest terms,"""1/2""","""4/5""","""2/3""","""3/4""","""6/8""",D,easy
Q0748,Simplifying Fractions,Simplify 15/20 to lowest terms,"""4/5""","""2/3""","""3/4""","""5/8""","""6/8""",C,easy
Q0749,Simplifying Fractions,Simplify 20/25 to lowest terms,"""5/6""","""2/3""","""8/10""","""3/4""","""4/5""",E,easy
Q0750,Simplifying Fractions,Simplify 14/21 to lowest terms,"""4/6""","""7/10""","""3/4""","""1/2""","""2/3""",E,easy
Q0751,Simplifying Fractions,Simplify 18/27 to lowest terms,"""3/4""","""1/2""","""9/13""","""2/3""","""6/9""",D,easy
Q0752,Simplifying Fractions,Simplify 16/20 to lowest terms,"""2/3""","""8/10""","""3/4""","""12/15""","""4/5""",E,easy
Q0753,Simplifying Fractions,Simplify 21/28 to lowest terms,"""5/7""","""2/3""","""6/8""","""3/4""","""7/9""",D,easy
Q0754,Simplifying Fractions,Simplify 24/32 to lowest terms,"""4/5""","""2/3""","""6/8""","""3/4""","""12/16""",D,easy
Q0755,Simplifying Fractions,Simplify 25/30 to lowest terms,"""15/18""","""2/3""","""5/6""","""3/4""","""10/12""",C,easy
Q0756,Simplifying Fractions,Simplify 27/36 to lowest terms,"""2/3""","""3/4""","""9/12""","""5/6""","""6/8""",B,easy
Q0757,Simplifying Fractions,Simplify 30/36 to lowest terms,"""10/12""","""15/18""","""5/6""","""3/4""","""2/3""",C,easy
Q0758,Simplifying Fractions,Simplify 32/40 to lowest terms,"""16/20""","""8/10""","""2/3""","""4/5""","""3/4""",D,easy
Q0759,Simplifying Fractions,Simplify 35/42 to lowest terms,"""7/9""","""5/6""","""3/4""","""2/3""","""10/12""",B,easy
Q0760,Simplifying Fractions,Simplify 36/45 to lowest terms,"""8/10""","""2/3""","""3/4""","""12/15""","""4/5""",E,easy
Q0761,Simplifying Fractions,Simplify 40/48 to lowest terms,"""2/3""","""20/24""","""5/6""","""10/12""","""3/4""",C,easy
Q0762,Simplifying Fractions,Simplify 9/27 to lowest terms,"""3/9""","""1/3""","""2/6""","""2/3""","""1/2""",B,easy
Q0763,Simplifying Fractions,Simplify 16/24 to lowest terms,"""3/4""","""4/6""","""8/12""","""1/2""","""2/3""",E,easy
Q0764,Simplifying Fractions,Simplify 25/75 to lowest terms,"""1/3""","""2/6""","""5/15""","""1/2""","""2/3""",A,easy
Q0765,Simplifying Fractions,Simplify 30/45 to lowest terms,"""6/9""","""10/15""","""1/2""","""3/4""","""2/3""",E,easy
Q0766,Simplifying Fractions,Simplify 40/60 to lowest terms,"""1/2""","""2/3""","""3/4""","""20/30""","""4/6""",B,easy
Q0767,Simplifying Fractions,Simplify 48/64 to lowest terms,"""6/8""","""3/4""","""12/16""","""5/8""","""2/3""",B,easy
Q0768,Simplifying Fractions,Simplify 56/70 to lowest terms,"""28/35""","""4/5""","""3/4""","""2/3""","""8/10""",B,easy
Q0769,Simplifying Fractions,Simplify 33/44 to lowest terms,"""2/3""","""5/6""","""11/14""","""6/8""","""3/4""",E,easy
Q0770,Simplifying Fractions,Simplify 28/42 to lowest terms,"""14/21""","""4/6""","""2/3""","""1/2""","""3/4""",C,easy
Q0771,Simplifying Fractions,Simplify 50/75 to lowest terms,"""2/3""","""25/37""","""3/4""","""10/15""","""1/2""",A,easy
Q0772,Simplifying Fractions,Simplify 60/80 to lowest terms,"""6/8""","""4/5""","""30/40""","""3/4""","""2/3""",D,easy
Q0773,Simplifying Fractions,Simplify 44/66 to lowest terms,"""2/3""","""4/6""","""1/2""","""22/33""","""3/4""",A,easy
Q0774,Simplifying Fractions,Simplify 45/60 to lowest terms,"""15/20""","""3/4""","""2/3""","""9/12""","""4/5""",B,easy
Q0775,Simplifying Fractions,Simplify 54/81 to lowest terms,"""1/2""","""3/4""","""18/27""","""2/3""","""6/9""",D,easy
Q0776,Simplifying Fractions,Simplify 63/84 to lowest terms,"""21/28""","""3/4""","""9/12""","""5/7""","""2/3""",B,easy
Q0777,Simplifying Fractions,Simplify 42/56 to lowest terms,"""21/28""","""2/3""","""5/7""","""6/8""","""3/4""",E,medium
Q0778,Simplifying Fractions,Simplify 45/54 to lowest terms,"""15/18""","""2/3""","""3/4""","""9/10""","""5/6""",E,medium
Q0779,Simplifying Fractions,Simplify 48/60 to lowest terms,"""4/5""","""2/3""","""3/4""","""8/10""","""24/30""",A,medium
Q0780,Simplifying Fractions,Simplify 50/60 to lowest terms,"""2/3""","""5/6""","""25/30""","""3/4""","""10/12""",B,medium
Q0781,Simplifying Fractions,Simplify 54/72 to lowest terms,"""6/8""","""3/4""","""5/6""","""27/36""","""2/3""",B,medium
Q0782,Simplifying Fractions,Simplify 60/72 to lowest terms,"""5/6""","""30/36""","""2/3""","""3/4""","""10/12""",A,medium
Q0783,Simplifying Fractions,Simplify 66/88 to lowest terms,"""2/3""","""6/8""","""5/7""","""33/44""","""3/4""",E,medium
Q0784,Simplifying Fractions,Simplify 70/84 to lowest terms,"""5/6""","""10/12""","""2/3""","""3/4""","""35/42""",A,medium
Q0785,Simplifying Fractions,Simplify 72/90 to lowest terms,"""36/45""","""4/5""","""2/3""","""3/4""","""8/10""",B,medium
Q0786,Simplifying Fractions,Simplify 75/90 to lowest terms,"""5/6""","""2/3""","""25/30""","""15/18""","""3/4""",A,medium
Q0787,Simplifying Fractions,Simplify 77/91 to lowest terms,"""7/9""","""22/26""","""2/3""","""3/4""","""11/13""",E,medium
Q0788,Simplifying Fractions,Simplify 80/96 to lowest terms,"""40/48""","""10/12""","""3/4""","""5/6""","""2/3""",D,medium
Q0789,Simplifying Fractions,Simplify 84/98 to lowest terms,"""3/4""","""12/14""","""42/49""","""5/6""","""6/7""",E,medium
Q0790,Simplifying Fractions,Simplify 88/110 to lowest terms,"""8/10""","""4/5""","""2/3""","""44/55""","""3/4""",B,medium
Q0791,Simplifying Fractions,Simplify 90/108 to lowest terms,"""45/54""","""5/6""","""2/3""","""15/18""","""3/4""",B,medium
Q0792,Simplifying Fractions,Simplify 96/120 to lowest terms,"""48/60""","""8/10""","""4/5""","""2/3""","""3/4""",C,medium
Q0793,Simplifying Fractions,Simplify 99/132 to lowest terms,"""3/4""","""5/7""","""9/12""","""2/3""","""33/44""",A,medium
Q0794,Simplifying Fractions,Simplify 100/150 to lowest terms,"""1/2""","""3/4""","""2/3""","""10/15""","""50/75""",C,medium
Q0795,Simplifying Fractions,Simplify 108/144 to lowest terms,"""27/36""","""3/4""","""5/6""","""2/3""","""9/12""",B,medium
Q0796,Simplifying Fractions,Simplify 112/168 to lowest terms,"""3/4""","""1/2""","""2/3""","""14/21""","""56/84""",C,medium
Q0797,Simplifying Fractions,Simplify 100/125 to lowest terms,"""2/3""","""3/4""","""20/25""","""8/10""","""4/5""",E,hard
Q0798,Simplifying Fractions,Simplify 104/130 to lowest terms,"""2/3""","""52/65""","""3/4""","""4/5""","""8/10""",D,hard
Q0799,Simplifying Fractions,Simplify 108/135 to lowest terms,"""36/45""","""12/15""","""2/3""","""4/5""","""3/4""",D,hard
Q0800,Simplifying Fractions,Simplify 110/143 to lowest terms,"""2/3""","""22/26""","""3/4""","""10/13""","""11/14""",D,hard
Q0801,Simplifying Fractions,Simplify 112/140 to lowest terms,"""3/4""","""4/5""","""2/3""","""56/70""","""8/10""",B,hard
Q0802,Simplifying Fractions,Simplify 115/138 to lowest terms,"""3/4""","""2/3""","""23/27""","""5/6""","""46/54""",D,hard
Q0803,Simplifying Fractions,Simplify 120/144 to lowest terms,"""3/4""","""2/3""","""5/6""","""10/12""","""60/72""",C,hard
Q0804,Simplifying Fractions,Simplify 121/132 to lowest terms,"""11/12""","""22/24""","""3/4""","""2/3""","""12/13""",A,hard
Q0805,Simplifying Fractions,Simplify 126/147 to lowest terms,"""5/6""","""42/49""","""18/21""","""6/7""","""3/4""",D,hard
Q0806,Simplifying Fractions,Simplify 130/143 to lowest terms,"""2/3""","""13/14""","""26/28""","""10/11""","""3/4""",D,hard
Q0807,Simplifying Fractions,Simplify 132/154 to lowest terms,"""6/7""","""3/4""","""66/77""","""12/14""","""5/6""",A,hard
Q0808,Simplifying Fractions,Simplify 135/162 to lowest terms,"""3/4""","""2/3""","""45/54""","""27/32""","""5/6""",E,hard
Q0809,Simplifying Fractions,Simplify 140/168 to lowest terms,"""5/6""","""2/3""","""7/8""","""70/84""","""3/4""",A,hard
Q0810,Simplifying Fractions,Simplify 143/169 to lowest terms,"""2/3""","""13/15""","""22/26""","""3/4""","""11/13""",E,hard
Q0811,Simplifying Fractions,Simplify 144/180 to lowest terms,"""72/90""","""3/4""","""2/3""","""8/10""","""4/5""",E,hard
Q0812,Simplifying Fractions,Simplify 150/175 to lowest terms,"""30/35""","""3/4""","""50/58""","""5/6""","""6/7""",E,hard
Q0813,Simplifying Fractions,Simplify 154/176 to lowest terms,"""2/3""","""7/8""","""11/12""","""77/88""","""3/4""",B,hard
Q0814,Simplifying Fractions,Simplify 156/182 to lowest terms,"""5/6""","""3/4""","""6/7""","""12/14""","""78/91""",C,hard
Q0815,Simplifying Fractions,Simplify 160/200 to lowest terms,"""80/100""","""4/5""","""2/3""","""8/10""","""3/4""",B,hard
Q0816,Simplifying Fractions,Simplify 165/198 to lowest terms,"""3/4""","""55/66""","""2/3""","""5/6""","""15/18""",D,hard
Q0817,Simplifying Fractions,Simplify 168/210 to lowest terms,"""84/105""","""8/10""","""3/4""","""4/5""","""2/3""",D,hard
Q0818,Simplifying Fractions,Simplify 170/204 to lowest terms,"""17/20""","""3/4""","""85/102""","""2/3""","""5/6""",E,hard
Q0819,Simplifying Fractions,Simplify 175/200 to lowest terms,"""25/28""","""35/40""","""2/3""","""3/4""","""7/8""",E,hard
Q0820,Simplifying Fractions,Simplify 176/220 to lowest terms,"""2/3""","""3/4""","""8/10""","""88/110""","""4/5""",E,hard
Q0821,Simplifying Fractions,Simplify 180/216 to lowest terms,"""5/6""","""3/4""","""30/36""","""2/3""","""90/108""",A,hard
Q0822,Simplifying Fractions,Simplify 182/210 to lowest terms,"""26/30""","""3/4""","""2/3""","""91/105""","""13/15""",E,hard
Q0823,Simplifying Fractions,Simplify 184/230 to lowest terms,"""4/5""","""8/10""","""3/4""","""92/115""","""2/3""",A,hard
Q0824,Simplifying Fractions,Simplify 189/252 to lowest terms,"""63/84""","""5/7""","""2/3""","""3/4""","""9/12""",D,hard
Q0825,Simplifying Fractions,Simplify 190/228 to lowest terms,"""2/3""","""3/4""","""95/114""","""5/6""","""19/22""",D,hard
Q0826,Simplifying Fractions,Simplify 192/240 to lowest terms,"""8/10""","""4/5""","""3/4""","""96/120""","""2/3""",B,hard
Q0827,Simplifying Fractions,Simplify 195/234 to lowest terms,"""65/78""","""2/3""","""5/6""","""15/18""","""3/4""",C,hard
Q0828,Simplifying Fractions,Simplify 196/245 to lowest terms,"""3/4""","""98/122""","""4/5""","""2/3""","""28/35""",C,hard
Q0829,Simplifying Fractions,Simplify 198/264 to lowest terms,"""3/4""","""9/12""","""5/7""","""66/88""","""2/3""",A,hard
Q0830,Simplifying Fractions,Simplify 200/250 to lowest terms,"""8/10""","""3/4""","""2/3""","""100/125""","""4/5""",E,hard
Q0831,Simplifying Fractions,Simplify 204/255 to lowest terms,"""4/5""","""12/15""","""68/85""","""3/4""","""2/3""",A,hard
Q0832,Simplifying Fractions,Simplify 208/260 to lowest terms,"""104/130""","""3/4""","""2/3""","""4/5""","""8/10""",D,hard
Q0833,Fraction to Decimal,Convert 1/2 to decimal,0.75,0.25,0.5,0.6,0.4,C,easy
Q0834,Fraction to Decimal,Convert 1/4 to decimal,0.5,0.25,0.26,0.24,0.125,B,easy
Q0835,Fraction to Decimal,Convert 3/4 to decimal,0.65,0.85,0.25,0.75,0.5,D,easy
Q0836,Fraction to Decimal,Convert 1/5 to decimal,0.5,0.1,0.2,0.15,0.3,C,easy
Q0837,Fraction to Decimal,Convert 2/5 to decimal,0.3,0.45,0.4,0.5,0.2,C,easy
Q0838,Fraction to Decimal,Convert 3/5 to decimal,0.6,0.65,0.3,0.5,0.7,A,easy
Q0839,Fraction to Decimal,Convert 4/5 to decimal,0.7,0.9,0.85,0.8,0.4,D,easy
Q0840,Fraction to Decimal,Convert 1/10 to decimal,0.1,0.11,0.5,0.01,0.09,A,easy
Q0841,Fraction to Decimal,Convert 3/10 to decimal,0.29,0.5,0.03,0.3,0.31,D,easy
Q0842,Fraction to Decimal,Convert 7/10 to decimal,0.7,0.69,0.71,0.07,0.5,A,easy
Q0843,Fraction to Decimal,Convert 9/10 to decimal,0.9,0.89,0.09,0.91,0.5,A,easy
Q0844,Fraction to Decimal,Convert 1/8 to decimal,0.5,0.125,0.135,0.25,0.115,B,easy
